1772219448.39996_7419.mark-pc-ubuntu,U=7419
1772413834.454304_5479.mark-pc-ubuntu,U=106552
1772245591.39996_56980.mark-pc-ubuntu,U=56980
1772417763.454304_14796.mark-pc-ubuntu,U=115869
1772437977.732433_22692.mark-pc-ubuntu,U=147828
1772421496.454304_21880.mark-pc-ubuntu,U=122953
1772430852.732433_13296.mark-pc-ubuntu,U=138432
1772235558.39996_42765.mark-pc-ubuntu,U=42765
1772236876.39996_44996.mark-pc-ubuntu,U=44996
1772420493.454304_19484.mark-pc-ubuntu,U=120557
1772218448.39996_160.mark-pc-ubuntu,U=160
1772429589.732433_11364.mark-pc-ubuntu,U=136500
1772418042.454304_15879.mark-pc-ubuntu,U=116952
1772219183.39996_5442.mark-pc-ubuntu,U=5442
1772413681.454304_3683.mark-pc-ubuntu,U=104756
1772511086.1420016_8745.mark-pc-ubuntu,U=183655
1772316317.161440_17889.mark-pc-ubuntu,U=87253
1772316484.161440_18138.mark-pc-ubuntu,U=87502
1772421217.454304_20947.mark-pc-ubuntu,U=122020
1772306713.161440_4259.mark-pc-ubuntu,U=73623
1772535602.1420016_38365.mark-pc-ubuntu,U=213275
1772246305.39996_57986.mark-pc-ubuntu,U=57986
1772230394.39996_33562.mark-pc-ubuntu,U=33562
1772244813.39996_56080.mark-pc-ubuntu,U=56080
1772220517.39996_12761.mark-pc-ubuntu,U=12761
1772413861.454304_5763.mark-pc-ubuntu,U=106836
1772305397.161440_2556.mark-pc-ubuntu,U=71920
1772219877.39996_10523.mark-pc-ubuntu,U=10523
1772421171.454304_20759.mark-pc-ubuntu,U=121832
1772231537.39996_36473.mark-pc-ubuntu,U=36473
1772218517.39996_705.mark-pc-ubuntu,U=705
1772441901.732433_26958.mark-pc-ubuntu,U=152094
1772317140.161440_19164.mark-pc-ubuntu,U=88528
1772414081.454304_7448.mark-pc-ubuntu,U=108521
1772593557.2229872_124.mark-pc-ubuntu,U=236215
1772448635.732433_31789.mark-pc-ubuntu,U=156925
1772435634.732433_19783.mark-pc-ubuntu,U=144919
1772426004.732433_5996.mark-pc-ubuntu,U=131132
1772220649.39996_12972.mark-pc-ubuntu,U=12972
1772318717.161440_21213.mark-pc-ubuntu,U=90577
1772526908.1420016_29749.mark-pc-ubuntu,U=204659
1772439259.732433_24233.mark-pc-ubuntu,U=149369
1772255993.39996_66103.mark-pc-ubuntu,U=66103
1772320232.161440_24241.mark-pc-ubuntu,U=93605
1772479315.732433_42210.mark-pc-ubuntu,U=167346
1772256998.39996_66629.mark-pc-ubuntu,U=66629
1772223865.39996_19665.mark-pc-ubuntu,U=19665
1772302268.161440_519.mark-pc-ubuntu,U=69883
1772218697.39996_2128.mark-pc-ubuntu,U=2128
1772318904.161440_21432.mark-pc-ubuntu,U=90796
1772238222.39996_47351.mark-pc-ubuntu,U=47351
1772260797.39996_68455.mark-pc-ubuntu,U=68455
1772430241.732433_12462.mark-pc-ubuntu,U=137598
1772534530.1420016_37474.mark-pc-ubuntu,U=212384
1772445105.732433_29522.mark-pc-ubuntu,U=154658
1772251022.39996_62805.mark-pc-ubuntu,U=62805
1772317599.161440_19842.mark-pc-ubuntu,U=89206
1772522597.1420016_24264.mark-pc-ubuntu,U=199174
1772224600.39996_21506.mark-pc-ubuntu,U=21506
1772223934.39996_19898.mark-pc-ubuntu,U=19898
1772222531.39996_15436.mark-pc-ubuntu,U=15436
1772436521.732433_20873.mark-pc-ubuntu,U=146009
1772508840.1420016_5584.mark-pc-ubuntu,U=180494
1772245741.39996_57171.mark-pc-ubuntu,U=57171
1772229084.39996_30658.mark-pc-ubuntu,U=30658
1772448294.732433_31590.mark-pc-ubuntu,U=156726
1772472271.732433_40525.mark-pc-ubuntu,U=165661
1772219814.39996_9931.mark-pc-ubuntu,U=9931
1772220244.39996_12132.mark-pc-ubuntu,U=12132
1772424226.732433_2102.mark-pc-ubuntu,U=127238
1772506608.1420016_2589.mark-pc-ubuntu,U=177499
1772243276.39996_54287.mark-pc-ubuntu,U=54287
1772427769.732433_8198.mark-pc-ubuntu,U=133334
1772227347.39996_26117.mark-pc-ubuntu,U=26117
1772224579.39996_21468.mark-pc-ubuntu,U=21468
1772223274.39996_17333.mark-pc-ubuntu,U=17333
1772438558.732433_23417.mark-pc-ubuntu,U=148553
1772558516.1420016_50605.mark-pc-ubuntu,U=225515
1772595040.2229872_809.mark-pc-ubuntu,U=236900
1772316338.161440_17920.mark-pc-ubuntu,U=87284
1772426207.732433_6311.mark-pc-ubuntu,U=131447
1772225533.39996_22724.mark-pc-ubuntu,U=22724
1772417278.454304_11671.mark-pc-ubuntu,U=112744
1772243109.39996_54060.mark-pc-ubuntu,U=54060
1772219818.39996_9986.mark-pc-ubuntu,U=9986
1772223504.39996_18251.mark-pc-ubuntu,U=18251
1772235682.39996_42976.mark-pc-ubuntu,U=42976
1772425561.732433_5034.mark-pc-ubuntu,U=130170
1772218950.39996_3737.mark-pc-ubuntu,U=3737
1772523035.1420016_24832.mark-pc-ubuntu,U=199742
1772248103.39996_60125.mark-pc-ubuntu,U=60125
1772421950.454304_23271.mark-pc-ubuntu,U=124344
1772219005.39996_4095.mark-pc-ubuntu,U=4095
1772430774.732433_13185.mark-pc-ubuntu,U=138321
1772232264.39996_37491.mark-pc-ubuntu,U=37491
1772322598.161440_27452.mark-pc-ubuntu,U=96816
1772484518.732433_43327.mark-pc-ubuntu,U=168463
1772223471.39996_18034.mark-pc-ubuntu,U=18034
1772413353.454304_76.mark-pc-ubuntu,U=101149
1772558348.1420016_50542.mark-pc-ubuntu,U=225452
1772413594.454304_2782.mark-pc-ubuntu,U=103855
1772234109.39996_40050.mark-pc-ubuntu,U=40050
1772529058.1420016_32293.mark-pc-ubuntu,U=207203
1772438945.732433_23867.mark-pc-ubuntu,U=149003
1772237939.39996_46894.mark-pc-ubuntu,U=46894
1772413660.454304_3438.mark-pc-ubuntu,U=104511
1772525771.1420016_28378.mark-pc-ubuntu,U=203288
1772509174.1420016_5966.mark-pc-ubuntu,U=180876
1772421605.454304_22279.mark-pc-ubuntu,U=123352
1772544302.1420016_44128.mark-pc-ubuntu,U=219038
1772506908.1420016_3055.mark-pc-ubuntu,U=177965
1772425507.732433_4905.mark-pc-ubuntu,U=130041
1772452513.732433_33798.mark-pc-ubuntu,U=158934
1772328120.69245_33.mark-pc-ubuntu,U=100733
1772224737.39996_21746.mark-pc-ubuntu,U=21746
1772229565.39996_31557.mark-pc-ubuntu,U=31557
1772434967.732433_18972.mark-pc-ubuntu,U=144108
1772259595.39996_67908.mark-pc-ubuntu,U=67908
1772321121.161440_25614.mark-pc-ubuntu,U=94978
1772464760.732433_38418.mark-pc-ubuntu,U=163554
1772417732.454304_14665.mark-pc-ubuntu,U=115738
1772417399.454304_12742.mark-pc-ubuntu,U=113815
1772413423.454304_866.mark-pc-ubuntu,U=101939
1772314166.161440_14800.mark-pc-ubuntu,U=84164
1772413451.454304_1219.mark-pc-ubuntu,U=102292
1772528809.1420016_32004.mark-pc-ubuntu,U=206914
1772525276.1420016_27690.mark-pc-ubuntu,U=202600
1772218866.39996_3268.mark-pc-ubuntu,U=3268
1772301262.161440_123.mark-pc-ubuntu,U=69487
1772520371.1420016_21134.mark-pc-ubuntu,U=196044
1772516104.1420016_15528.mark-pc-ubuntu,U=190438
1772311699.161440_10920.mark-pc-ubuntu,U=80284
1772220326.39996_12349.mark-pc-ubuntu,U=12349
1772311855.161440_11192.mark-pc-ubuntu,U=80556
1772241419.39996_51705.mark-pc-ubuntu,U=51705
1772430820.732433_13252.mark-pc-ubuntu,U=138388
1772493949.732433_45133.mark-pc-ubuntu,U=170269
1772532212.1420016_35468.mark-pc-ubuntu,U=210378
1772239808.39996_49869.mark-pc-ubuntu,U=49869
1772510386.1420016_7667.mark-pc-ubuntu,U=182577
1772223576.39996_18635.mark-pc-ubuntu,U=18635
1772505127.1420016_828.mark-pc-ubuntu,U=175738
1772560047.1420016_51183.mark-pc-ubuntu,U=226093
1772501339.732433_47420.mark-pc-ubuntu,U=172556
1772260522.39996_68332.mark-pc-ubuntu,U=68332
1772437383.732433_21949.mark-pc-ubuntu,U=147085
1772546861.1420016_45475.mark-pc-ubuntu,U=220385
1772443045.732433_27937.mark-pc-ubuntu,U=153073
1772413794.454304_4998.mark-pc-ubuntu,U=106071
1772248561.39996_60606.mark-pc-ubuntu,U=60606
1772220104.39996_11692.mark-pc-ubuntu,U=11692
1772413385.454304_429.mark-pc-ubuntu,U=101502
1772413671.454304_3569.mark-pc-ubuntu,U=104642
1772452636.732433_33856.mark-pc-ubuntu,U=158992
1772425353.732433_4474.mark-pc-ubuntu,U=129610
1772426947.732433_7115.mark-pc-ubuntu,U=132251
1772257693.39996_66985.mark-pc-ubuntu,U=66985
1772230461.39996_33771.mark-pc-ubuntu,U=33771
1772452347.732433_33718.mark-pc-ubuntu,U=158854
1772245134.39996_56457.mark-pc-ubuntu,U=56457
1772431389.732433_13966.mark-pc-ubuntu,U=139102
1772447485.732433_31107.mark-pc-ubuntu,U=156243
1772458720.732433_36391.mark-pc-ubuntu,U=161527
1772226105.39996_23474.mark-pc-ubuntu,U=23474
1772220021.39996_11351.mark-pc-ubuntu,U=11351
1772423503.732433_470.mark-pc-ubuntu,U=125606
1772417393.454304_12695.mark-pc-ubuntu,U=113768
1772218644.39996_1768.mark-pc-ubuntu,U=1768
1772311190.161440_10358.mark-pc-ubuntu,U=79722
1772433602.732433_17090.mark-pc-ubuntu,U=142226
1772413885.454304_6063.mark-pc-ubuntu,U=107136
1772228821.39996_30017.mark-pc-ubuntu,U=30017
1772308506.161440_6470.mark-pc-ubuntu,U=75834
1772246836.39996_58685.mark-pc-ubuntu,U=58685
1772324586.5014_1191.mark-pc-ubuntu,U=99627
1772308646.161440_6751.mark-pc-ubuntu,U=76115
1772413515.454304_1946.mark-pc-ubuntu,U=103019
1772425698.732433_5348.mark-pc-ubuntu,U=130484
1772223499.39996_18219.mark-pc-ubuntu,U=18219
1772545168.1420016_44577.mark-pc-ubuntu,U=219487
1772229118.39996_30728.mark-pc-ubuntu,U=30728
1772508736.1420016_5465.mark-pc-ubuntu,U=180375
1772308918.161440_7276.mark-pc-ubuntu,U=76640
1772222658.39996_15852.mark-pc-ubuntu,U=15852
1772242279.39996_52843.mark-pc-ubuntu,U=52843
1772473162.732433_40751.mark-pc-ubuntu,U=165887
1772502650.732433_48255.mark-pc-ubuntu,U=173391
1772532472.1420016_35722.mark-pc-ubuntu,U=210632
1772223842.39996_19575.mark-pc-ubuntu,U=19575
1772248335.39996_60373.mark-pc-ubuntu,U=60373
1772256381.39996_66311.mark-pc-ubuntu,U=66311
1772259184.39996_67711.mark-pc-ubuntu,U=67711
1772321712.161440_26390.mark-pc-ubuntu,U=95754
1772482256.732433_42854.mark-pc-ubuntu,U=167990
1772506766.1420016_2828.mark-pc-ubuntu,U=177738
1772449062.732433_32028.mark-pc-ubuntu,U=157164
1772506726.1420016_2769.mark-pc-ubuntu,U=177679
1772533412.1420016_36573.mark-pc-ubuntu,U=211483
1772417608.454304_13966.mark-pc-ubuntu,U=115039
1772228027.39996_27935.mark-pc-ubuntu,U=27935
1772218739.39996_2427.mark-pc-ubuntu,U=2427
1772458596.732433_36345.mark-pc-ubuntu,U=161481
1772253205.39996_64398.mark-pc-ubuntu,U=64398
1772414703.454304_9000.mark-pc-ubuntu,U=110073
1772251296.39996_63018.mark-pc-ubuntu,U=63018
1772445547.732433_29838.mark-pc-ubuntu,U=154974
1772230484.39996_33837.mark-pc-ubuntu,U=33837
1772413914.454304_6342.mark-pc-ubuntu,U=107415
1772219333.39996_6842.mark-pc-ubuntu,U=6842
1772432763.732433_15829.mark-pc-ubuntu,U=140965
1772306618.161440_4147.mark-pc-ubuntu,U=73511
1772534302.1420016_37297.mark-pc-ubuntu,U=212207
1772451235.732433_33178.mark-pc-ubuntu,U=158314
1772517959.1420016_18130.mark-pc-ubuntu,U=193040
1772327070.29350_246.mark-pc-ubuntu,U=99901
1772431548.732433_14160.mark-pc-ubuntu,U=139296
1772320006.161440_23837.mark-pc-ubuntu,U=93201
1772529079.1420016_32318.mark-pc-ubuntu,U=207228
1772237837.39996_46723.mark-pc-ubuntu,U=46723
1772314380.161440_15065.mark-pc-ubuntu,U=84429
1772240888.39996_51039.mark-pc-ubuntu,U=51039
1772246627.39996_58415.mark-pc-ubuntu,U=58415
1772521069.1420016_22143.mark-pc-ubuntu,U=197053
1772232687.39996_38205.mark-pc-ubuntu,U=38205
1772525575.1420016_28092.mark-pc-ubuntu,U=203002
1772420599.454304_19570.mark-pc-ubuntu,U=120643
1772567343.1420016_53745.mark-pc-ubuntu,U=228655
1772446212.732433_30295.mark-pc-ubuntu,U=155431
1772514988.1420016_14112.mark-pc-ubuntu,U=189022
1772439096.732433_24046.mark-pc-ubuntu,U=149182
1772251010.39996_62796.mark-pc-ubuntu,U=62796
1772504421.1420016_71.mark-pc-ubuntu,U=174981
1772579270.2143882_114.mark-pc-ubuntu,U=231985
1772468976.732433_39650.mark-pc-ubuntu,U=164786
1772311266.161440_10447.mark-pc-ubuntu,U=79811
1772237602.39996_46334.mark-pc-ubuntu,U=46334
1772515038.1420016_14176.mark-pc-ubuntu,U=189086
1772513388.1420016_11670.mark-pc-ubuntu,U=186580
1772236697.39996_44569.mark-pc-ubuntu,U=44569
1772248921.39996_60965.mark-pc-ubuntu,U=60965
1772515210.1420016_14413.mark-pc-ubuntu,U=189323
1772437078.732433_21572.mark-pc-ubuntu,U=146708
1772522989.1420016_24775.mark-pc-ubuntu,U=199685
1772305342.161440_2477.mark-pc-ubuntu,U=71841
1772544552.1420016_44263.mark-pc-ubuntu,U=219173
1772240439.39996_50513.mark-pc-ubuntu,U=50513
1772413404.454304_643.mark-pc-ubuntu,U=101716
1772238525.39996_47864.mark-pc-ubuntu,U=47864
1772457971.732433_36107.mark-pc-ubuntu,U=161243
1772324044.5014_242.mark-pc-ubuntu,U=98678
1772306534.161440_4047.mark-pc-ubuntu,U=73411
1772424601.732433_2773.mark-pc-ubuntu,U=127909
1772437939.732433_22639.mark-pc-ubuntu,U=147775
1772219462.39996_7507.mark-pc-ubuntu,U=7507
1772509840.1420016_6769.mark-pc-ubuntu,U=181679
1772503200.732433_48965.mark-pc-ubuntu,U=174101
1772519775.1420016_20458.mark-pc-ubuntu,U=195368
1772219270.39996_6302.mark-pc-ubuntu,U=6302
1772527827.1420016_30776.mark-pc-ubuntu,U=205686
1772230178.39996_32941.mark-pc-ubuntu,U=32941
1772313272.161440_13576.mark-pc-ubuntu,U=82940
1772250060.39996_61997.mark-pc-ubuntu,U=61997
1772531986.1420016_35242.mark-pc-ubuntu,U=210152
1772260275.39996_68219.mark-pc-ubuntu,U=68219
1772517904.1420016_18055.mark-pc-ubuntu,U=192965
1772223749.39996_19241.mark-pc-ubuntu,U=19241
1772417397.454304_12723.mark-pc-ubuntu,U=113796
1772321308.161440_25865.mark-pc-ubuntu,U=95229
1772308655.161440_6767.mark-pc-ubuntu,U=76131
1772218547.39996_986.mark-pc-ubuntu,U=986
1772319243.161440_22144.mark-pc-ubuntu,U=91508
1772528666.1420016_31835.mark-pc-ubuntu,U=206745
1772500959.732433_47210.mark-pc-ubuntu,U=172346
1772247126.39996_59049.mark-pc-ubuntu,U=59049
1772457577.732433_35958.mark-pc-ubuntu,U=161094
1772510814.1420016_8348.mark-pc-ubuntu,U=183258
1772320285.161440_24328.mark-pc-ubuntu,U=93692
1772458990.732433_36489.mark-pc-ubuntu,U=161625
1772428949.732433_10126.mark-pc-ubuntu,U=135262
1772502680.732433_48294.mark-pc-ubuntu,U=173430
1772219651.39996_8172.mark-pc-ubuntu,U=8172
1772420879.454304_19962.mark-pc-ubuntu,U=121035
1772424957.732433_3502.mark-pc-ubuntu,U=128638
1772226288.39996_23782.mark-pc-ubuntu,U=23782
1772519111.1420016_19686.mark-pc-ubuntu,U=194596
1772413855.454304_5683.mark-pc-ubuntu,U=106756
1772540365.1420016_41812.mark-pc-ubuntu,U=216722
1772218975.39996_3940.mark-pc-ubuntu,U=3940
1772235154.39996_42047.mark-pc-ubuntu,U=42047
1772545869.1420016_44939.mark-pc-ubuntu,U=219849
1772236852.39996_44938.mark-pc-ubuntu,U=44938
1772431294.732433_13854.mark-pc-ubuntu,U=138990
1772471901.732433_40431.mark-pc-ubuntu,U=165567
1772429869.732433_11868.mark-pc-ubuntu,U=137004
1772435249.732433_19314.mark-pc-ubuntu,U=144450
1772236831.39996_44897.mark-pc-ubuntu,U=44897
1772219951.39996_10930.mark-pc-ubuntu,U=10930
1772522232.1420016_23815.mark-pc-ubuntu,U=198725
1772226595.39996_24356.mark-pc-ubuntu,U=24356
1772246686.39996_58491.mark-pc-ubuntu,U=58491
1772421731.454304_22623.mark-pc-ubuntu,U=123696
1772311955.161440_11347.mark-pc-ubuntu,U=80711
1772414316.454304_8257.mark-pc-ubuntu,U=109330
1772305472.161440_2662.mark-pc-ubuntu,U=72026
1772305093.161440_2094.mark-pc-ubuntu,U=71458
1772324481.5014_1027.mark-pc-ubuntu,U=99463
1772241113.39996_51328.mark-pc-ubuntu,U=51328
1772247709.39996_59713.mark-pc-ubuntu,U=59713
1772221979.39996_14259.mark-pc-ubuntu,U=14259
1772596064.2229872_1272.mark-pc-ubuntu,U=237363
1772223272.39996_17324.mark-pc-ubuntu,U=17324
1772223730.39996_19189.mark-pc-ubuntu,U=19189
1772317945.161440_20279.mark-pc-ubuntu,U=89643
1772441393.732433_26475.mark-pc-ubuntu,U=151611
1772462656.732433_37749.mark-pc-ubuntu,U=162885
1772232658.39996_38161.mark-pc-ubuntu,U=38161
1772236681.39996_44521.mark-pc-ubuntu,U=44521
1772228908.39996_30255.mark-pc-ubuntu,U=30255
1772230431.39996_33671.mark-pc-ubuntu,U=33671
1772242113.39996_52585.mark-pc-ubuntu,U=52585
1772510424.1420016_7736.mark-pc-ubuntu,U=182646
1772251517.39996_63187.mark-pc-ubuntu,U=63187
1772549817.1420016_46910.mark-pc-ubuntu,U=221820
1772313453.161440_13835.mark-pc-ubuntu,U=83199
1772413766.454304_4662.mark-pc-ubuntu,U=105735
1772444584.732433_29135.mark-pc-ubuntu,U=154271
1772445428.732433_29754.mark-pc-ubuntu,U=154890
1772236919.39996_45090.mark-pc-ubuntu,U=45090
1772595974.2229872_1232.mark-pc-ubuntu,U=237323
1772509440.1420016_6256.mark-pc-ubuntu,U=181166
1772230630.39996_34194.mark-pc-ubuntu,U=34194
1772481551.732433_42702.mark-pc-ubuntu,U=167838
1772425548.732433_5003.mark-pc-ubuntu,U=130139
1772424351.732433_2312.mark-pc-ubuntu,U=127448
1772462599.732433_37730.mark-pc-ubuntu,U=162866
1772309292.161440_7870.mark-pc-ubuntu,U=77234
1772321096.161440_25578.mark-pc-ubuntu,U=94942
1772246415.39996_58134.mark-pc-ubuntu,U=58134
1772551671.1420016_47773.mark-pc-ubuntu,U=222683
1772485649.732433_43560.mark-pc-ubuntu,U=168696
1772415616.454304_9949.mark-pc-ubuntu,U=111022
1772413790.454304_4943.mark-pc-ubuntu,U=106016
1772571716.1420016_55128.mark-pc-ubuntu,U=230038
1772413678.454304_3657.mark-pc-ubuntu,U=104730
1772427706.732433_8109.mark-pc-ubuntu,U=133245
1772234922.39996_41609.mark-pc-ubuntu,U=41609
1772433541.732433_16982.mark-pc-ubuntu,U=142118
1772424262.732433_2164.mark-pc-ubuntu,U=127300
1772227463.39996_26444.mark-pc-ubuntu,U=26444
1772527804.1420016_30744.mark-pc-ubuntu,U=205654
1772301839.161440_352.mark-pc-ubuntu,U=69716
1772514563.1420016_13517.mark-pc-ubuntu,U=188427
1772434111.732433_17837.mark-pc-ubuntu,U=142973
1772510165.1420016_7337.mark-pc-ubuntu,U=182247
1772436851.732433_21294.mark-pc-ubuntu,U=146430
1772420340.454304_19348.mark-pc-ubuntu,U=120421
1772413511.454304_1915.mark-pc-ubuntu,U=102988
1772504509.1420016_168.mark-pc-ubuntu,U=175078
1772246814.39996_58658.mark-pc-ubuntu,U=58658
1772424221.732433_2094.mark-pc-ubuntu,U=127230
1772314767.161440_15541.mark-pc-ubuntu,U=84905
1772516048.1420016_15458.mark-pc-ubuntu,U=190368
1772439060.732433_24006.mark-pc-ubuntu,U=149142
1772240698.39996_50816.mark-pc-ubuntu,U=50816
1772442124.732433_27158.mark-pc-ubuntu,U=152294
1772327450.29350_580.mark-pc-ubuntu,U=100235
1772423813.732433_1282.mark-pc-ubuntu,U=126418
1772507488.1420016_3890.mark-pc-ubuntu,U=178800
1772502569.732433_48141.mark-pc-ubuntu,U=173277
1772421339.454304_21382.mark-pc-ubuntu,U=122455
1772428376.732433_9121.mark-pc-ubuntu,U=134257
1772425523.732433_4943.mark-pc-ubuntu,U=130079
1772431871.732433_14588.mark-pc-ubuntu,U=139724
1772225647.39996_22870.mark-pc-ubuntu,U=22870
1772528792.1420016_31989.mark-pc-ubuntu,U=206899
1772229090.39996_30671.mark-pc-ubuntu,U=30671
1772414055.454304_7308.mark-pc-ubuntu,U=108381
1772447812.732433_31304.mark-pc-ubuntu,U=156440
1772415393.454304_9761.mark-pc-ubuntu,U=110834
1772246908.39996_58777.mark-pc-ubuntu,U=58777
1772414470.454304_8606.mark-pc-ubuntu,U=109679
1772413676.454304_3635.mark-pc-ubuntu,U=104708
1772257766.39996_67022.mark-pc-ubuntu,U=67022
1772223555.39996_18529.mark-pc-ubuntu,U=18529
1772506231.1420016_1954.mark-pc-ubuntu,U=176864
1772224751.39996_21771.mark-pc-ubuntu,U=21771
1772423545.732433_585.mark-pc-ubuntu,U=125721
1772595623.2229872_1073.mark-pc-ubuntu,U=237164
1772252413.39996_63859.mark-pc-ubuntu,U=63859
1772565734.1420016_53208.mark-pc-ubuntu,U=228118
1772446930.732433_30759.mark-pc-ubuntu,U=155895
1772261706.39996_68849.mark-pc-ubuntu,U=68849
1772514235.1420016_13036.mark-pc-ubuntu,U=187946
1772445635.732433_29900.mark-pc-ubuntu,U=155036
1772419198.454304_18137.mark-pc-ubuntu,U=119210
1772553929.1420016_48761.mark-pc-ubuntu,U=223671
1772424320.732433_2262.mark-pc-ubuntu,U=127398
1772494231.732433_45184.mark-pc-ubuntu,U=170320
1772588508.2143882_2598.mark-pc-ubuntu,U=234469
1772220730.39996_13098.mark-pc-ubuntu,U=13098
1772218712.39996_2247.mark-pc-ubuntu,U=2247
1772414693.454304_8987.mark-pc-ubuntu,U=110060
1772530156.1420016_33456.mark-pc-ubuntu,U=208366
1772235196.39996_42139.mark-pc-ubuntu,U=42139
1772435712.732433_19882.mark-pc-ubuntu,U=145018
1772236593.39996_44384.mark-pc-ubuntu,U=44384
1772434208.732433_17975.mark-pc-ubuntu,U=143111
1772230318.39996_33354.mark-pc-ubuntu,U=33354
1772486798.732433_43790.mark-pc-ubuntu,U=168926
1772427371.732433_7637.mark-pc-ubuntu,U=132773
1772418069.454304_15962.mark-pc-ubuntu,U=117035
1772510424.1420016_7737.mark-pc-ubuntu,U=182647
1772230856.39996_34840.mark-pc-ubuntu,U=34840
1772219205.39996_5664.mark-pc-ubuntu,U=5664
1772507439.1420016_3821.mark-pc-ubuntu,U=178731
1772434820.732433_18785.mark-pc-ubuntu,U=143921
1772223250.39996_17219.mark-pc-ubuntu,U=17219
1772456043.732433_35350.mark-pc-ubuntu,U=160486
1772449131.732433_32067.mark-pc-ubuntu,U=157203
1772434290.732433_18089.mark-pc-ubuntu,U=143225
1772423384.732433_31.mark-pc-ubuntu,U=125167
1772547958.1420016_46018.mark-pc-ubuntu,U=220928
1772305517.161440_2721.mark-pc-ubuntu,U=72085
1772413666.454304_3514.mark-pc-ubuntu,U=104587
1772312868.161440_12926.mark-pc-ubuntu,U=82290
1772513630.1420016_12064.mark-pc-ubuntu,U=186974
1772255506.39996_65831.mark-pc-ubuntu,U=65831
1772249206.39996_61236.mark-pc-ubuntu,U=61236
1772413692.454304_3817.mark-pc-ubuntu,U=104890
1772219819.39996_9991.mark-pc-ubuntu,U=9991
1772531848.1420016_35096.mark-pc-ubuntu,U=210006
1772250570.39996_62431.mark-pc-ubuntu,U=62431
1772230904.39996_34954.mark-pc-ubuntu,U=34954
1772323545.161440_28853.mark-pc-ubuntu,U=98217
1772239251.39996_49091.mark-pc-ubuntu,U=49091
1772428831.732433_9917.mark-pc-ubuntu,U=135053
1772309154.161440_7671.mark-pc-ubuntu,U=77035
1772435519.732433_19650.mark-pc-ubuntu,U=144786
1772232675.39996_38190.mark-pc-ubuntu,U=38190
1772233317.39996_39013.mark-pc-ubuntu,U=39013
1772227162.39996_25647.mark-pc-ubuntu,U=25647
1772433082.732433_16293.mark-pc-ubuntu,U=141429
1772515667.1420016_14997.mark-pc-ubuntu,U=189907
1772465774.732433_38728.mark-pc-ubuntu,U=163864
1772418090.454304_16024.mark-pc-ubuntu,U=117097
1772308540.161440_6536.mark-pc-ubuntu,U=75900
1772310840.161440_9956.mark-pc-ubuntu,U=79320
1772233784.39996_39526.mark-pc-ubuntu,U=39526
1772426157.732433_6240.mark-pc-ubuntu,U=131376
1772315648.161440_16734.mark-pc-ubuntu,U=86098
1772451526.732433_33324.mark-pc-ubuntu,U=158460
1772473911.732433_40937.mark-pc-ubuntu,U=166073
1772218627.39996_1632.mark-pc-ubuntu,U=1632
1772236209.39996_43803.mark-pc-ubuntu,U=43803
1772482093.732433_42819.mark-pc-ubuntu,U=167955
1772426869.732433_7047.mark-pc-ubuntu,U=132183
1772227666.39996_26971.mark-pc-ubuntu,U=26971
1772307462.161440_5075.mark-pc-ubuntu,U=74439
1772309296.161440_7876.mark-pc-ubuntu,U=77240
1772234260.39996_40298.mark-pc-ubuntu,U=40298
1772234730.39996_41223.mark-pc-ubuntu,U=41223
1772315813.161440_17043.mark-pc-ubuntu,U=86407
1772247539.39996_59532.mark-pc-ubuntu,U=59532
